,Chromosome,Start,End,Nclone
1938,15,87605979,88178540,93
1939,15,88185003,88623472,63
1940,15,88627158,91016086,262
1941,15,91021118,91761159,70
1942,15,91769534,94906377,181
1943,15,94921128,99935077,513
1944,15,99958679,100080882,17
1945,15,100089883,100176856,13
1946,15,100182702,100200937,4
1947,15,100217283,100282819,2
1948,16,28087,37133,3
1949,16,41636,151666,21
1950,16,155724,182983,5
1951,16,191307,2499608,352
1952,16,2505009,4665784,292
1953,16,4670009,9018298,364
1954,16,9048939,13407657,374
1955,16,13422219,14817706,93
1956,16,14956177,14988855,5
1957,16,15039224,16166785,108
1958,16,16174751,18701570,98
1959,16,18701947,19396257,78
1960,16,19405790,21225204,184
1961,16,21236038,21258019,3
1962,16,21382561,21444431,2
1963,16,21448093,21501073,5
1964,16,21507188,23246918,132
1965,16,23257230,25462573,235
1966,16,25489842,27627494,153
1967,16,27639967,28503138,79
1968,16,28508726,28529942,5
1969,16,28536745,29050535,43
1970,16,29063624,29528190,15
1971,16,29560500,29582349,4
1972,16,29586070,30555422,134
1973,16,30561643,31835555,183
1974,16,31854837,31862577,2
1975,16,31958973,32105104,4
1976,16,32378126,32748349,10
1977,16,33280759,33424939,9
1978,16,33433058,33486907,5
1979,16,33495501,33539023,6
1980,16,33758082,33875313,2
1981,16,34095229,34115736,3
1982,16,34124297,34339543,14
1983,16,34369010,34482623,6
1984,16,34505520,34605030,4
1985,16,34634686,34976429,12
1986,16,45058242,45218686,18
1987,16,45230563,45312514,16
1988,16,45322798,45965768,63
1989,16,45981776,46219115,24
1990,16,46232996,46704264,30
1991,16,46713098,47356334,59
1992,16,47380507,47610756,6
1993,16,47641974,47668511,2
1994,16,47717059,48773160,91
1995,16,48783687,49225359,48
1996,16,49237703,50174920,56
1997,16,50206404,50697276,18
1998,16,50733339,51847185,67
1999,16,51853490,52456026,66
2000,16,52471337,52719744,27
2001,16,52725865,53360409,27
2002,16,53381895,53724420,17
2003,16,53780548,54336421,53
2004,16,54354643,54379834,5
2005,16,54390012,54422612,5
2006,16,54444069,54555738,7
2007,16,54596059,54845565,19
2008,16,54859898,55031124,19
2009,16,55038003,56457183,189
2010,16,56463550,56765910,38
2011,16,56778209,58439142,117
2012,16,58452085,59295365,40
2013,16,59325545,61138989,90
2014,16,61163269,63210535,72
2015,16,63246412,66317225,283
2016,16,66324844,67303969,127
2017,16,67314736,68371045,124
2018,16,68378218,68531989,22
2019,16,68606309,68648091,5
2020,16,68667006,68679377,2
2021,16,68710277,68751390,5
2022,16,68838368,68874167,6
2023,16,68880321,69381055,61
2024,16,69391442,69397102,2
2025,16,69417987,69744010,36
2026,16,69763173,70593293,100
2027,16,70601469,71161060,43
2028,16,71180297,71797476,57
2029,16,71838028,72906433,74
2030,16,72933295,73012768,5
2031,16,73022578,73030029,2
2032,16,73043507,76974056,344
2033,16,76981676,82121025,434
2034,16,82128902,83298645,143
2035,16,83310258,86444508,289
2036,16,86462708,86560114,9
2037,16,86571161,86861829,25
2038,16,86874711,86968529,6
2039,16,86985669,88124384,145
2040,16,88130840,88690571,90
2041,17,10999,29169,2
2042,17,48539,59739,2
2043,17,66107,390571,43
2044,17,403833,443042,20
2045,17,444378,446414,2
2046,17,451258,453784,2
2047,17,457721,461603,2
2048,17,465054,974692,73
2049,17,984101,1003742,7
2050,17,1008443,1295205,34
2051,17,1302415,1427745,18
2052,17,1432975,1439166,3
2053,17,1440363,1452762,4
2054,17,1456417,1524691,12
2055,17,1531031,1536140,2
2056,17,1542118,1560766,11
2057,17,1562322,1703117,23
2058,17,1703729,1713758,5
2059,17,1718892,1845756,16
2060,17,1859252,1859812,2
2061,17,1860983,1862743,3
2062,17,1863125,1881747,24
2063,17,1890246,1906352,5
2064,17,1912424,2133315,24
2065,17,2145322,2286311,23
2066,17,2286862,2330659,16
2067,17,2333732,2343255,4
2068,17,2361350,2900841,61
2069,17,2914621,3387328,60
2070,17,3393853,4388997,123
2071,17,4393276,4966472,93
2072,17,4974667,5014217,5
2073,17,5031837,5332851,41
2074,17,5343504,7517491,247
2075,17,7522884,8559106,145
2076,17,8567837,9872633,143
2077,17,9885625,9934563,7
2078,17,9943837,11456680,128
2079,17,11469879,12854787,119
2080,17,12861144,13000886,6
2081,17,13035306,15423538,134
2082,17,15462570,16521872,101
2083,17,16578627,16713678,5
2084,17,16733547,17098966,42
2085,17,17104943,17885418,81
2086,17,17898157,18224296,43
2087,17,18230762,18470630,6
2088,17,18474499,18868037,32
2089,17,19083766,19526967,49
2090,17,19542146,19715593,22
2091,17,19724453,19825648,10
2092,17,19833631,20159997,31
2093,17,20234571,20521986,8
2094,17,20569693,20596699,4
2095,17,20618474,20721661,8
2096,17,20727682,20882716,16
2097,17,20891730,20949831,6
2098,17,20959898,21204422,30
2099,17,21211558,21386260,15
2100,17,21393584,21442476,4
2101,17,21627596,22078642,25
2102,17,22129889,22142513,2
2103,17,22315936,22324326,2
2104,17,22399576,22459548,3
2105,17,22485675,22508198,2
2106,17,22560433,22614479,4
2107,17,22622230,22764692,15
2108,17,22775124,22788340,3
2109,17,22798530,22952517,17
2110,17,22978886,23005210,5
2111,17,23030260,23591463,42
2112,17,23604362,23631712,3
2113,17,23641542,23815398,34
2114,17,23820330,24085005,47
2115,17,24093273,24104500,3
2116,17,24108428,24223451,15
2117,17,24231923,24249384,4
2118,17,24253086,24258741,2
2119,17,24265896,24395518,17
2120,17,24404020,24439755,7
2121,17,24446821,24694533,28
2122,17,24708419,24915412,25
2123,17,24920439,24966191,12
2124,17,24974517,25131411,17
2125,17,25145468,25170458,4
2126,17,25179301,25520058,42
2127,17,25537018,25610913,9
2128,17,25637986,25806515,26
2129,17,25816140,25841839,4
2130,17,25854264,25898780,6
2131,17,25904202,25950168,5
2132,17,25965192,26220704,19
2133,17,26229215,26272399,7
2134,17,26277897,26409508,17
2135,17,26424460,26602264,18
2136,17,26617118,26763588,21
2137,17,26776780,26934810,26
2138,17,26937665,27268863,29
2139,17,27277260,27351012,7
2140,17,27364248,27450834,5
2141,17,27463558,27702851,28
2142,17,27707501,27725649,4
2143,17,27758021,27820895,7
2144,17,27825845,28263118,50
2145,17,28278626,28550069,33
2146,17,28561477,28584812,3
2147,17,28592613,28797008,25
2148,17,28802490,28903337,12
2149,17,28911341,29088941,20
2150,17,29103472,29392501,30
2151,17,29404250,29421633,3
2152,17,29432404,29684217,28
2153,17,29697205,29855844,11
2154,17,29882787,30323137,31
2155,17,30330617,30480991,21
2156,17,30490486,30520567,5
2157,17,30532205,30922368,41
2158,17,30926421,30953397,6
2159,17,30969234,31172667,27
2160,17,31182810,31330891,23
2161,17,31334408,31456645,22
2162,17,31461588,31504564,5
2163,17,31889297,31959669,12
2164,17,31965989,32176678,17
2165,17,32221174,32383368,11
2166,17,32387558,32487357,12
2167,17,32493219,32550413,6
2168,17,32563736,32871918,34
2169,17,32878910,32954357,9
2170,17,32966528,33198713,28
2171,17,33210231,33283282,4
2172,17,33315580,33322972,2
2173,17,33708879,33836794,14
2174,17,33846724,33937937,8
2175,17,33949805,34125663,17
2176,17,34130896,34211434,16
2177,17,34217158,34260921,8
2178,17,34268102,34553000,30
2179,17,34563052,34654837,16
2180,17,34663603,34850363,21
2181,17,34863487,34894235,4
2182,17,34900309,34977994,7
2183,17,34989300,35067992,13
2184,17,35076296,35282086,29
2185,17,35286565,35336158,8
2186,17,35344057,35385941,9
2187,17,35391450,35427554,7
2188,17,35444422,35463146,4
2189,17,35468181,35478001,2
2190,17,35486136,35544912,10
2191,17,35559756,35641086,11
2192,17,35651425,35690636,6
2193,17,35696930,35849697,24
2194,17,35854781,35986154,20
2195,17,35991941,36074566,12
2196,17,36083031,36242899,27
2197,17,36250672,36351895,16
2198,17,36541969,36673853,21
2199,17,36686013,36857537,30
2200,17,36861607,37014754,31
2201,17,37019956,37046097,5
2202,17,37055494,37151062,16
2203,17,37158903,37306855,24
2204,17,37314955,37412772,14
2205,17,37416931,38029088,90
2206,17,38035466,38070950,5
2207,17,38077519,38710043,88
2208,17,38784700,39114890,35
2209,17,39139634,39275931,20
2210,17,39280577,40847517,203
2211,17,40859120,40926154,6
2212,17,41011530,41041674,3
2213,17,41062669,41447005,37
2214,17,41458670,41494331,6
2215,17,41527705,41566540,6
2216,17,41577520,41644979,7
2217,17,41700762,41706870,2
2218,17,41983407,42049540,2
2219,17,42161364,42296514,18
2220,17,42301553,42639030,37
2221,17,42648686,42873571,24
2222,17,42975134,43019545,4
2223,17,43036086,43085236,7
2224,17,43100477,43148025,7
2225,17,43153310,43384340,35
2226,17,43389085,43525899,25
2227,17,43530214,43567365,8
2228,17,43574909,43655795,9
2229,17,43675198,43786656,12
2230,17,43792395,43799543,2
2231,17,43810166,43930335,11
2232,17,43946120,44019176,16
2233,17,44023841,44158872,22
2234,17,44164275,44347462,23
2235,17,44353478,44399197,7
2236,17,44406671,44498210,11
2237,17,44518926,44626492,9
2238,17,44632651,44707913,15
2239,17,44721402,44847723,15
2240,17,44860354,45025420,16
2241,17,45031235,45116870,11
2242,17,45127114,45186170,7
2243,17,45197191,45278938,10
2244,17,45285715,45505568,23
2245,17,45521020,45876378,51
2246,17,45882425,45949667,13
2247,17,45954673,46028196,13
2248,17,46043118,46102034,9
2249,17,46112158,46260128,20
2250,17,46267891,46381045,11
2251,17,46391449,46592316,23
2252,17,46599943,46826921,24
2253,17,46858804,46875527,2
2254,17,46904212,47081558,9
2255,17,47090505,47257983,18
2256,17,47271445,47422818,17
2257,17,47429758,47630031,20
2258,17,47664175,47823393,5
2259,17,47869349,47911139,3
2260,17,47941897,47991776,2
2261,17,48032081,48363259,11
2262,17,48439335,48854538,16
2263,17,48882141,49169293,9
2264,17,49218134,49331755,10
2265,17,49373601,49962523,18
2266,17,50008493,50405861,22
2267,17,50417988,50580013,18
2268,17,50592113,50697800,7
2269,17,50706568,51021357,24
2270,17,51054617,51229462,15
2271,17,51336095,51733282,24
2272,17,51750412,51824981,9
2273,17,51840616,51979165,15
2274,17,52005812,52081036,7
2275,17,52115865,52175252,2
2276,17,52205885,52455229,26
2277,17,52471697,52537392,7
2278,17,52545850,52924636,32
2279,17,52934138,53132322,23
2280,17,53148437,53282106,13
2281,17,53289830,53419048,17
2282,17,53437573,53723036,39
2283,17,53728746,53804295,15
2284,17,53812877,53981104,22
2285,17,53989121,54014009,3
2286,17,54031482,54101339,10
2287,17,54113155,54166481,7
2288,17,54176166,54290030,12
2289,17,54300821,54309513,2
2290,17,54320878,54565448,28
2291,17,54572159,54705018,19
2292,17,54717870,54913363,14
2293,17,54933369,55106815,15
2294,17,55117688,55179325,9
2295,17,55188840,55219333,5
2296,17,55230326,55273077,9
2297,17,55278433,55306486,8
2298,17,55313150,55388307,8
2299,17,55395410,55399123,2
2300,17,55470922,55677345,23
2301,17,55687335,55943778,28
2302,17,55956152,56004159,4
2303,17,56015609,56174508,16
2304,17,56184200,56439989,25
2305,17,56447865,57110595,66
2306,17,57117999,57372913,30
2307,17,57378523,57606291,19
2308,17,57670026,57838106,12
2309,17,57851812,57992993,12
2310,17,57999619,58011252,2
2311,17,58020021,58237789,26
2312,17,58286355,58534378,17
2313,17,58552791,58682708,11
2314,17,58697752,58747935,5
2315,17,58754373,58810867,7
2316,17,58829892,59043189,32
2317,17,59047641,59414919,54
2318,17,59423034,59692269,33
2319,17,59697825,59821791,12
2320,17,59835362,60196060,36
2321,17,60204302,60347930,7
2322,17,60360566,60434075,10
2323,17,60444825,60454139,2
2324,17,60462254,60503653,5
2325,17,60524467,60622836,9
2326,17,60634938,61232593,39
2327,17,61247968,61578637,33
2328,17,61590200,61726416,13
2329,17,61733108,61833313,12
2330,17,61841153,62243790,40
2331,17,62251943,62478561,24
2332,17,62484955,62865744,41
2333,17,62876193,63085689,22
2334,17,63097392,63330475,24
2335,17,63339485,63357090,3
2336,17,63372480,63587647,10
2337,17,63656768,63774037,15
2338,17,63780439,63983965,21
2339,17,63992868,64014886,3
2340,17,64021465,64542802,42
2341,17,64552176,64671550,13
2342,17,64678301,65137679,44
2343,17,65159361,65368144,9
2344,17,65395757,65450238,3
2345,17,65470475,65619979,10
2346,17,65625225,65764729,15
2347,17,65775887,65840397,5
2348,17,65857197,66108544,12
2349,17,66151316,66477303,12
2350,17,66493468,66940678,15
2351,17,66970478,67825959,44
2352,17,67849232,68295347,38
2353,17,68304835,68391373,11
2354,17,68407092,69375386,82
2355,17,69416451,70413047,117
2356,17,70422533,70425975,2
2357,17,70429779,70934828,79
2358,17,70941257,71134968,22
2359,17,71144026,71210200,11
2360,17,71220943,71421156,35
2361,17,71426927,71818618,51
2362,17,71835912,72121536,43
2363,17,72125996,72506520,37
2364,17,72554830,73052895,43
2365,17,73072270,73113038,2
2366,17,73165986,73645820,34
2367,17,73649740,73971775,45
2368,17,73979103,74243371,25
2369,17,74252668,74967497,79
2370,17,74973934,75057499,4
2371,17,75246607,75415392,19
2372,17,75423238,76306293,102
2373,17,76317997,76634679,38
2374,17,76641413,76646445,2
2375,17,76653190,76693851,6
2376,17,76705088,77000835,40
2377,17,77012812,77405218,48
2378,17,77422698,77432294,2
2379,17,77442683,77478901,2
2380,17,77503378,77503685,3
2381,17,77535412,77646396,19
2382,17,77653668,77696106,6
2383,17,77704506,78562654,115
2384,17,78572201,78653545,8
2385,18,4316,75432,3
2386,18,121700,128568,2
2387,18,138963,467510,41
2388,18,475240,735100,35
2389,18,745179,1211608,38
2390,18,1232557,2415506,91
2391,18,2427324,2694258,28
2392,18,2708341,3545445,98
2393,18,3556635,4569844,85
2394,18,4579794,5169711,45
2395,18,5185011,5280748,10
2396,18,5284216,5637217,39
2397,18,5660598,6461189,67
2398,18,6471417,6499427,2
2399,18,6532535,6784144,10
2400,18,6803026,8360839,145
2401,18,8373762,10146194,162
2402,18,10186986,11241899,68
2403,18,11276577,14071828,274
2404,18,14079350,14091534,2
2405,18,14091869,14112462,4
2406,18,14120810,14602888,14
2407,18,14723811,14968075,16
2408,18,15079189,15370631,4
2409,18,16808486,16996321,20
2410,18,17030723,17267405,26
2411,18,17278237,18565403,101
2412,18,18594203,18968555,27
2413,18,18979399,19204173,29
2414,18,19215149,19728233,66
2415,18,19733211,22259536,212
2416,18,22269177,22793854,55
2417,18,22806771,23086108,30
2418,18,23137836,24624501,83
2419,18,24650677,28276824,219
2420,18,28288419,29558913,104
2421,18,29566278,30236176,55
2422,18,30256816,36963702,460
2423,18,36996895,42435594,413
2424,18,42452207,44456688,165
2425,18,44463005,46007592,158
2426,18,46023418,47316297,116
2427,18,47386120,48178655,27
2428,18,48187829,51613228,286
2429,18,51630663,51747511,7
2430,18,51767179,55758094,379
2431,18,55763385,57119698,81
2432,18,57167311,61400117,325
2433,18,61430694,62786765,69
2434,18,62820286,64788942,101
2435,18,64796820,66358047,132
2436,18,66394814,68375250,81
2437,18,68386012,71032530,200
2438,18,71041018,75196415,360
2439,18,75205199,75248694,5
2440,18,75254596,76110964,95
2441,19,8246,232080,7
2442,19,232836,236846,5
2443,19,239700,258717,3
2444,19,265457,668643,59
2445,19,677462,753834,11
2446,19,763067,2336468,217
2447,19,2345665,3342864,115
2448,19,3363749,3971503,77
2449,19,3983752,5360390,160
2450,19,5382083,5729696,35
2451,19,5735403,5783884,9
2452,19,5794077,6284798,55
2453,19,6294243,6829599,70
2454,19,6838563,8683350,203
2455,19,8691111,8964959,28
2456,19,8994090,9275927,31
2457,19,9283165,9745582,43
2458,19,9758535,10191584,55
2459,19,10213505,10628317,63
2460,19,10634018,10901457,37
2461,19,10908632,11033566,14
2462,19,11044905,12582305,187
2463,19,12595434,13178512,91
2464,19,13188639,14135749,100
2465,19,14154925,14202425,5
2466,19,14230586,14889916,71
2467,19,14895218,14903239,2
2468,19,14913949,15034235,17
2469,19,15039778,15382522,40
2470,19,15393335,15627509,25
2471,19,15632023,16680896,124
2472,19,16691307,16886064,22
2473,19,16897961,16929691,5
2474,19,16940004,17375791,55
2475,19,17377353,17885285,63
2476,19,17894043,18171634,35
2477,19,18176377,18335744,24
2478,19,18341711,19173645,105
2479,19,19178436,19709261,72
2480,19,19716524,20383210,51
2481,19,20422576,20493401,5
2482,19,20552279,20887746,25
2483,19,20894154,21360507,32
2484,19,21365318,21867600,44
2485,19,21880430,22117890,19
2486,19,22142943,23523832,107
2487,19,23542436,23555254,2
2488,19,23576365,23785986,20
2489,19,23792642,24112851,22
2490,19,24121458,24157855,3
2491,19,32545047,32939756,2
2492,19,32964337,33432675,19
2493,19,33479027,33771144,18
2494,19,33781013,34430432,30
2495,19,34467144,36255437,108
2496,19,36288875,36863686,25
2497,19,36912833,38215548,87
2498,19,38224496,39390987,95
2499,19,39397840,40350432,103
2500,19,40356341,40522716,24
2501,19,40530071,40556205,5
2502,19,40562762,41507544,131
2503,19,41514405,41790320,31
2504,19,41820589,42286136,41
2505,19,42305997,42921103,60
2506,19,42932192,43840067,98
2507,19,43851237,44061035,30
2508,19,44068824,44701223,86
2509,19,44705773,45465328,82
2510,19,45486119,45924425,57
2511,19,45934725,46027876,20
2512,19,46042726,46073325,5
2513,19,46078903,47472679,160
2514,19,47482537,47895271,44
2515,19,47934635,48237067,14
2516,19,48267018,48449548,10
2517,19,48500241,49947017,178
2518,19,49950095,52086307,265
2519,19,52096843,52535369,51
2520,19,52542167,53091152,68
2521,19,53097690,53924699,104
2522,19,53928532,55183435,184
2523,19,55204293,55567209,36
2524,19,55578027,55703886,18
2525,19,55717955,56192915,64
2526,19,56199876,56402133,33
2527,19,56410023,56795493,50
2528,19,56816785,56859204,5
2529,19,56864309,57628348,93
2530,19,57641139,57681491,4
2531,19,57694326,58009991,34
2532,19,58019853,58237461,27
2533,19,58249435,58747326,58
2534,19,58760325,59398679,102
2535,19,59406523,59440274,5
2536,19,59446274,59507350,11
2537,19,59512768,60355202,97
2538,19,60361993,60930583,88
2539,19,60941502,62596475,173
2540,19,62601750,63093126,71
2541,19,63109238,63155123,8
2542,19,63161590,63485310,38
2543,19,63492215,63575960,15
2544,19,63588319,63784327,38
2545,20,8747,57263,7
2546,20,69521,189250,24
2547,20,194755,763411,71
2548,20,771302,1487457,86
2549,20,1499034,1506379,2
2550,20,1516966,1539155,3
2551,20,1546858,1557784,2
2552,20,1578087,3037884,162
2553,20,3049358,5225253,249
2554,20,5229790,5512878,22
2555,20,5520697,6747437,89
2556,20,6777556,8801003,138
2557,20,8811572,9761862,108
2558,20,9785760,12243594,148
2559,20,12278907,12478772,12
2560,20,12495273,14729413,202
2561,20,14747098,14920195,19
2562,20,14939493,15029315,9
2563,20,15036230,15158545,14
2564,20,15174690,15904629,75
2565,20,15922383,16680587,61
2566,20,16687718,16786404,5
2567,20,16804987,17574374,57
2568,20,17587221,18440839,81
2569,20,18455112,20061778,151
2570,20,20075088,22015778,143
2571,20,22035853,22233149,7
2572,20,22275591,22680306,22
2573,20,22721013,23900883,107
2574,20,23907317,25032355,67
2575,20,25049716,25116611,5
2576,20,25127190,25551958,47
2577,20,25557493,25821065,12
2578,20,25839919,26156026,10
2579,20,28080970,28186969,3
2580,20,28197384,28266113,6
2581,20,29306447,29750304,64
2582,20,29761480,29773185,2
2583,20,29787671,30010322,35
2584,20,30017699,30739657,81
2585,20,30746598,31334385,72
2586,20,31339756,31560461,27
2587,20,31568653,31606234,6
2588,20,31617099,31739691,16
2589,20,31744580,31883257,18
2590,20,31894758,31945175,5
2591,20,31959170,32340304,33
2592,20,32347885,32368271,4
2593,20,32377973,32691183,35
2594,20,32696760,33365924,87
2595,20,33373252,33634683,32
2596,20,33643912,33862183,32
2597,20,33867591,34568394,74
2598,20,34577612,34873083,41
2599,20,34883639,35743960,83
2600,20,35750000,35791838,7
2601,20,35800429,36053431,27
2602,20,36066537,36768161,77
2603,20,36781014,37132625,39
2604,20,37153404,38764590,49
2605,20,38771196,39033123,10
2606,20,39049053,39344320,30
2607,20,39358207,39678657,39
2608,20,39688990,40052114,15
2609,20,40075620,41349749,131
2610,20,41394495,41514151,6
2611,20,41519165,41740494,29
2612,20,41750091,42020318,21
2613,20,42028367,43273364,148
2614,20,43283551,44919548,210
2615,20,44934914,45117296,21
2616,20,45124342,45222725,12
2617,20,45232779,46038929,64
2618,20,46074165,46770469,37
2619,20,46777921,47657956,88
2620,20,47670139,47720625,7
2621,20,47728486,47873006,12
2622,20,47889476,47900752,3
2623,20,47912984,48215177,37
2624,20,48228815,48242575,5
2625,20,48249501,48416335,16
2626,20,48496717,48586022,7
2627,20,48593705,48841772,24
2628,20,48849156,48891203,5
2629,20,48906328,50098541,93
2630,20,50108575,51268051,74
2631,20,51282489,52306283,89
2632,20,52339941,52938123,36
2633,20,52993159,53135675,5
2634,20,53167045,53924842,29
2635,20,53960052,54427320,34
2636,20,54435895,55268661,58
2637,20,55279536,55296265,2
2638,20,55315764,55877718,53
2639,20,55905016,56005175,3
2640,20,56042125,56293392,21
2641,20,56302917,57359062,114
2642,20,57414372,57840795,42
2643,20,57856200,57882465,4
2644,20,57890534,58492654,60
2645,20,58516115,59189405,44
2646,20,59216890,59833452,68
2647,20,59844907,60188644,38
2648,20,60193218,60328797,26
2649,20,60333345,60363009,5
2650,20,60378053,61007178,74
2651,20,61011797,61070311,12
2652,20,61079521,61147644,14
2653,20,61157226,61433460,38
2654,20,61439887,61785766,52
2655,20,61795796,62379059,87
2656,21,9896630,10198129,22
2657,21,13334960,13435755,4
2658,21,13461550,13635227,5
2659,21,13660680,14258259,14
2660,21,14294323,14314039,3
2661,21,14334542,14480152,15
2662,21,14489502,15461383,99
2663,21,15481499,16229048,46
2664,21,16236146,17380803,116
2665,21,17408551,18006620,52
2666,21,18028582,18047411,2
2667,21,18057851,19285213,104
2668,21,19337973,21082335,69
2669,21,21092399,22121618,121
2670,21,22152399,22985208,45
2671,21,23023415,23393527,14
2672,21,23415490,24730986,53
2673,21,24749516,25496273,44
2674,21,25518034,28108310,213
2675,21,28160073,28775542,38
2676,21,28788834,30265339,162
2677,21,30286344,31727064,210
2678,21,31734621,32578981,79
2679,21,32584770,34121981,202
2680,21,34132594,34805333,77
2681,21,34810804,35118077,40
2682,21,35123433,35138169,3
2683,21,35143936,35153895,2
2684,21,35162506,35255874,14
2685,21,35266227,36466945,115
2686,21,36471530,36734826,33
2687,21,36740050,37166616,50
2688,21,37173358,38202663,126
2689,21,38210461,39024476,97
2690,21,39030818,39918819,113
2691,21,39927348,41144015,161
2692,21,41150806,42748610,190
2693,21,42756544,43058520,44
2694,21,43065018,43478129,58
2695,21,43484649,43944137,67
2696,21,43951640,44063684,26
2697,21,44069095,44225285,18
2698,21,44231716,46914686,398
2699,22,134662,241255,13
2700,22,246150,14513494,3
2701,22,14791562,15013982,3
2702,22,15270151,15403609,2
2703,22,15433500,15471409,6
2704,22,15523118,15563672,5
2705,22,15579496,15599936,2
2706,22,15630903,16476727,83
2707,22,16482888,16702519,32
2708,22,16710421,17036278,42
2709,22,17080555,17294496,8
2710,22,17298569,17337860,7
2711,22,17343445,17385003,6
2712,22,17398378,19199401,215
2713,22,19209122,19829912,86
2714,22,19886024,20632137,62
2715,22,20637682,20899315,35
2716,22,20906896,21844483,105
2717,22,21858001,22597688,108
2718,22,22606654,22638797,6
2719,22,22651385,22665928,3
2720,22,22672513,22676549,2
2721,22,22681244,22690716,2
2722,22,22695759,22714749,5
2723,22,22725750,22731544,2
2724,22,22742616,23009582,35
2725,22,23022675,23926329,114
2726,22,23930054,23946476,5
2727,22,23952881,23967594,3
2728,22,23978623,24228038,27
2729,22,24263116,24866694,72
2730,22,24876788,26191987,111
2731,22,26228884,26956916,63
2732,22,26999547,27819338,82
2733,22,27829159,28903600,152
2734,22,28922568,30224848,202
2735,22,30243922,31511793,163
2736,22,31521603,32950474,143
2737,22,32984614,33685030,27
2738,22,33700502,34814916,135
2739,22,34837434,35584245,112
2740,22,35590804,36652726,176
2741,22,36658231,37678070,159
2742,22,37683612,37705310,5
2743,22,37717564,37801946,14
2744,22,37803663,38961219,155
2745,22,38968144,39093020,20
2746,22,39107247,39317843,27
2747,22,39323749,40065743,89
2748,22,40072147,41213949,162
2749,22,41221190,41290227,11
2750,22,41293579,41298170,2
2751,22,41307174,41912419,90
2752,22,41917843,42643973,95
2753,22,42652021,43322780,68
2754,22,43357607,45400818,264
2755,22,45406576,47045591,165
2756,22,47066760,47270867,21
2757,22,47281897,48910239,170
2758,22,48916337,49447518,99
2759,22,49451602,49509094,6
2760,23,3229,45135,5
2761,23,96116,214107,22
2762,23,268930,281246,3
2763,23,282116,343473,5
2764,23,354639,380891,5
2765,23,384298,385792,2
2766,23,422315,462468,4
2767,23,491711,524509,7
2768,23,959048,1235529,4
2769,23,1317216,1398694,2
2770,23,1672003,1687507,10
2771,23,1702016,1706462,2
2772,23,2702388,2969155,37
2773,23,2979705,4333249,103
2774,23,4344718,6304998,135
2775,23,6313049,6317139,2
2776,23,6326742,7941487,99
2777,23,7953807,12926016,478
2778,23,12950493,19687954,613
2779,23,19694569,22693189,216
2780,23,22720401,26516197,277
2781,23,26537079,26627128,5
2782,23,26666781,27909205,79
2783,23,27937378,30994710,285
2784,23,31000771,34241405,299
2785,23,34269895,38074080,265
2786,23,38108238,45914699,510
2787,23,45936939,47692775,200
2788,23,47698162,47839839,16
2789,23,47850712,52769796,409
2790,23,52775986,52832444,5
2791,23,52844235,58365352,405
2792,23,61714710,64403534,135
2793,23,64464973,66511655,139
2794,23,66527817,67559319,90
2795,23,67574650,71124218,338
2796,23,71130036,71990852,80
2797,23,72008396,76523923,264
2798,23,76605907,83305349,333
2799,23,83340047,88078465,295
2800,23,88111667,88259698,5
2801,23,88434081,88986061,8
2802,23,89001120,89245846,6
2803,23,89270826,89888169,9
2804,23,89922998,90087775,4
2805,23,90107813,90588017,22
2806,23,90626987,90763396,2
2807,23,90837054,90936838,7
2808,23,90947440,91203848,10
2809,23,91234699,91344716,11
2810,23,91365063,91372700,2
2811,23,91404795,91459679,4
2812,23,91489731,91607636,8
2813,23,91632143,92103804,10
2814,23,92209094,95651579,131
2815,23,95696214,108087627,1072
2816,23,108169857,122414714,1038
2817,23,122417938,131366673,616
2818,23,131385521,132949963,152
2819,23,132998038,140285388,591
2820,23,140416671,144045173,174
2821,23,144052935,145145074,54
2822,23,145164724,149589730,314
2823,23,149594807,151064869,164
2824,23,151067607,152416606,159
2825,23,152422390,152548587,20
2826,23,152552851,152570071,6
2827,23,152576854,152935130,64
2828,23,152994680,153054487,5
2829,23,153062077,153452633,57
2830,23,153466463,153491568,4
2831,23,153504394,153933426,55
2832,23,153938998,153989329,5
2833,23,153997146,154492924,43
